TEMPORADA;ESPECIE;Provincia;capturas
2013-2014;OTRAS AVES ACUÁTICAS;SALAMANCA;496
2013-2014;OTRAS AVES ACUÁTICAS;ZAMORA;331
2013-2014;ZORZAL;LEON;603
2013-2014;ZORZAL;SALAMANCA;8918
2013-2014;ZORZAL;SORIA;24647
2013-2014;ZORZAL;VALLADOLID;4371
2013-2014;FAISAN;AVILA;1164
2013-2014;FAISAN;LEON;24
2013-2014;FAISAN;SEGOVIA;2519
2013-2014;FAISAN;SORIA;2450
2013-2014;JABALÍ;SORIA;5425
2013-2014;JABALÍ;VALLADOLID;902
2013-2014;LOBO;SALAMANCA;0
2013-2014;LOBO;SORIA;0
2013-2014;CORZO;PALENCIA;664
2013-2014;CORZO;SORIA;5081
2013-2014;CORZO;VALLADOLID;97
2013-2014;VENADO;AVILA;736
2013-2014;VENADO;BURGOS;529
2013-2014;VENADO;PALENCIA;864
2013-2014;VENADO;SALAMANCA;398
2013-2014;VENADO;SEGOVIA;45
2013-2014;VENADO;ZAMORA;653
2013-2014;REBECO;BURGOS;0
2013-2014;REBECO;SORIA;0
2013-2014;REBECO;VALLADOLID;0
2013-2014;CABRA MONTES;BURGOS;7
2013-2014;CABRA MONTES;SALAMANCA;87
2013-2014;CABRA MONTES;SEGOVIA;0
2013-2014;CABRA MONTES;SORIA;0
2013-2014;CABRA MONTES;ZAMORA;1
2013-2014;MUFLÓN;BURGOS;0
2013-2014;MUFLÓN;LEON;0
2013-2014;MUFLÓN;SEGOVIA;0
2013-2014;MUFLÓN;VALLADOLID;17
2013-2014;MUFLÓN;ZAMORA;0
2013-2014;GAMO;PALENCIA;2
2013-2014;GAMO;SALAMANCA;146
2013-2014;CONEJO;SORIA;8752
2013-2014;LIEBRE;LEON;4420
2013-2014;LIEBRE;SALAMANCA;11974
2013-2014;LIEBRE;SORIA;12326
2013-2014;ZORRO;AVILA;3717
2013-2014;ZORRO;LEON;484
2013-2014;ZORRO;SEGOVIA;1442
2013-2014;ZORRO;ZAMORA;2589
2013-2014;PERDIZ ROJA;SEGOVIA;5527
2013-2014;PALOMA ZURITA;BURGOS;908
2013-2014;PALOMA ZURITA;ZAMORA;1373
2013-2014;PALOMA BRAVÍA;AVILA;3536
2013-2014;PALOMA BRAVÍA;SALAMANCA;10080
2013-2014;PALOMA BRAVÍA;SEGOVIA;1512
2013-2014;PALOMA TORCAZ;LEON;4546
2013-2014;TORTOLA;LEON;895
2013-2014;TORTOLA;PALENCIA;2310
2013-2014;TORTOLA;SALAMANCA;19763
2013-2014;TORTOLA;SORIA;5118
2013-2014;TORTOLA;ZAMORA;4822
2013-2014;CODORNIZ;LEON;60664
2013-2014;CODORNIZ;PALENCIA;100780
2013-2014;CODORNIZ;SEGOVIA;11267
2013-2014;CODORNIZ;SORIA;109272
2013-2014;CODORNIZ;VALLADOLID;37756
2013-2014;CODORNIZ;ZAMORA;26882
2013-2014;BECADA;AVILA;838
2013-2014;BECADA;LEON;1485
2013-2014;BECADA;ZAMORA;1394
2013-2014;CÓRVIDOS;AVILA;2171
2013-2014;CÓRVIDOS;BURGOS;5059
2013-2014;CÓRVIDOS;LEON;5
2013-2014;CÓRVIDOS;SALAMANCA;1782
2013-2014;CÓRVIDOS;ZAMORA;2816
2013-2014;PATO REAL O AZULÓN;AVILA;1260
2013-2014;PATO REAL O AZULÓN;PALENCIA;365
2013-2014;PATO REAL O AZULÓN;SALAMANCA;4039
2013-2014;OTRAS AVES ACUÁTICAS;SEGOVIA;79
2013-2014;ZORZAL;AVILA;27496
2013-2014;ZORZAL;PALENCIA;1164
2013-2014;ZORZAL;ZAMORA;1942
2013-2014;FAISAN;PALENCIA;109
2013-2014;FAISAN;ZAMORA;0
2013-2014;JABALÍ;AVILA;4098
2013-2014;JABALÍ;BURGOS;4887
2013-2014;JABALÍ;LEON;3684
2013-2014;LOBO;BURGOS;2
2013-2014;LOBO;LEON;32
2013-2014;LOBO;SEGOVIA;0
2013-2014;LOBO;VALLADOLID;2
2013-2014;LOBO;ZAMORA;21
2013-2014;CORZO;BURGOS;4356
2013-2014;CORZO;SALAMANCA;308
2013-2014;CORZO;ZAMORA;729
2013-2014;REBECO;AVILA;0
2013-2014;REBECO;LEON;367
2013-2014;REBECO;PALENCIA;34
2013-2014;REBECO;SEGOVIA;0
2013-2014;REBECO;ZAMORA;0
2013-2014;CABRA MONTES;LEON;43
2013-2014;CABRA MONTES;PALENCIA;0
2013-2014;MUFLÓN;AVILA;82
2013-2014;MUFLÓN;SORIA;0
2013-2014;GAMO;AVILA;169
2013-2014;GAMO;LEON;0
2013-2014;GAMO;SEGOVIA;50
2013-2014;CONEJO;AVILA;26005
2013-2014;CONEJO;BURGOS;23527
2013-2014;CONEJO;PALENCIA;23868
2013-2014;CONEJO;SEGOVIA;12824
2013-2014;CONEJO;VALLADOLID;67153
2013-2014;LIEBRE;SEGOVIA;3458
2013-2014;LIEBRE;VALLADOLID;9265
2013-2014;LIEBRE;ZAMORA;8149
2013-2014;ZORRO;BURGOS;2693
2013-2014;ZORRO;SORIA;2669
2013-2014;PERDIZ ROJA;PALENCIA;17434
2013-2014;PERDIZ ROJA;SALAMANCA;15112
2013-2014;PERDIZ ROJA;SORIA;20043
2013-2014;PALOMA ZURITA;AVILA;2210
2013-2014;PALOMA ZURITA;SALAMANCA;2457
2013-2014;PALOMA ZURITA;SEGOVIA;450
2013-2014;PALOMA ZURITA;VALLADOLID;6189
2013-2014;PALOMA BRAVÍA;VALLADOLID;18078
2013-2014;PALOMA BRAVÍA;ZAMORA;4427
2013-2014;PALOMA TORCAZ;AVILA;17349
2013-2014;PALOMA TORCAZ;SEGOVIA;4670
2013-2014;PALOMA TORCAZ;SORIA;9173
2013-2014;PALOMA TORCAZ;VALLADOLID;19359
2013-2014;TORTOLA;BURGOS;4789
2013-2014;TORTOLA;VALLADOLID;4976
2013-2014;CODORNIZ;AVILA;11781
2013-2014;CODORNIZ;BURGOS;167345
2013-2014;CODORNIZ;SALAMANCA;15164
2013-2014;BECADA;BURGOS;13321
2013-2014;BECADA;PALENCIA;3276
2013-2014;BECADA;SALAMANCA;2423
2013-2014;BECADA;SORIA;9322
2013-2014;BECADA;VALLADOLID;896
2013-2014;CÓRVIDOS;SEGOVIA;2169
2013-2014;CÓRVIDOS;VALLADOLID;4388
2013-2014;PATO REAL O AZULÓN;LEON;19
2013-2014;PATO REAL O AZULÓN;SEGOVIA;485
2013-2014;PATO REAL O AZULÓN;SORIA;142
2013-2014;PATO REAL O AZULÓN;VALLADOLID;2001
2013-2014;PATO REAL O AZULÓN;ZAMORA;1160
2013-2014;OTRAS AVES ACUÁTICAS;LEON;1070
2013-2014;OTRAS AVES ACUÁTICAS;SORIA;310
2013-2014;OTRAS AVES ACUÁTICAS;VALLADOLID;148
2013-2014;ZORZAL;BURGOS;17290
2013-2014;ZORZAL;SEGOVIA;2843
2013-2014;FAISAN;BURGOS;4
2013-2014;FAISAN;SALAMANCA;254
2013-2014;FAISAN;VALLADOLID;2
2014-2015;JABALÍ;LEON;2339
2014-2015;JABALÍ;SALAMANCA;7616
2014-2015;JABALÍ;SEGOVIA;859
2014-2015;JABALÍ;ZAMORA;4233
2014-2015;LOBO;BURGOS;5
2014-2015;LOBO;SORIA;0
2014-2015;LOBO;VALLADOLID;2
2014-2015;CORZO;BURGOS;4491
2014-2015;CORZO;LEON;1735
2014-2015;CORZO;SEGOVIA;578
2014-2015;CORZO;SORIA;5311
2014-2015;VENADO;AVILA;792
2014-2015;VENADO;LEON;378
2014-2015;VENADO;SALAMANCA;360
2014-2015;VENADO;SEGOVIA;40
2014-2015;REBECO;AVILA;0
2014-2015;CABRA MONTES;LEON;45
2014-2015;CABRA MONTES;PALENCIA;0
2014-2015;CABRA MONTES;VALLADOLID;0
2014-2015;MUFLÓN;PALENCIA;0
2014-2015;GAMO;ZAMORA;6
2014-2015;CONEJO;LEON;13870
2014-2015;CONEJO;PALENCIA;31940
2014-2015;LIEBRE;AVILA;7653
2014-2015;LIEBRE;PALENCIA;4795
2014-2015;LIEBRE;VALLADOLID;11392
2014-2015;LIEBRE;ZAMORA;10281
2014-2015;ZORRO;LEON;1973
2014-2015;ZORRO;SORIA;2715
2014-2015;PERDIZ ROJA;SALAMANCA;13862
2014-2015;PERDIZ ROJA;VALLADOLID;22375
2014-2015;PALOMA ZURITA;AVILA;7074
2014-2015;PALOMA ZURITA;SALAMANCA;2640
2014-2015;PALOMA ZURITA;ZAMORA;1178
2014-2015;PALOMA BRAVÍA;AVILA;4746
2014-2015;PALOMA BRAVÍA;LEON;322
2014-2015;PALOMA BRAVÍA;SEGOVIA;2206
2014-2015;PALOMA BRAVÍA;SORIA;440
2014-2015;PALOMA BRAVÍA;VALLADOLID;8324
2014-2015;PALOMA TORCAZ;PALENCIA;8086
2014-2015;TORTOLA;AVILA;5712
2014-2015;TORTOLA;SEGOVIA;1985
2014-2015;TORTOLA;VALLADOLID;6214
2014-2015;CODORNIZ;BURGOS;199543
2014-2015;CODORNIZ;SALAMANCA;15061
2014-2015;CODORNIZ;SEGOVIA;11389
2014-2015;BECADA;ZAMORA;1995
2014-2015;PATO REAL O AZULÓN;SALAMANCA;3918
2014-2015;PATO REAL O AZULÓN;SEGOVIA;6713
2014-2015;PATO REAL O AZULÓN;VALLADOLID;1463
2014-2015;OTRAS AVES ACUÁTICAS;VALLADOLID;765
2014-2015;ZORZAL;BURGOS;14004
2014-2015;ZORZAL;PALENCIA;479
2014-2015;ZORZAL;SALAMANCA;17436
2014-2015;ZORZAL;SEGOVIA;3699
2014-2015;ZORZAL;VALLADOLID;3630
2014-2015;FAISAN;BURGOS;175
2014-2015;FAISAN;SORIA;70
2014-2015;JABALÍ;AVILA;4601
2014-2015;JABALÍ;PALENCIA;1073
2014-2015;JABALÍ;SORIA;4435
2014-2015;LOBO;AVILA;0
2014-2015;LOBO;LEON;33
2014-2015;LOBO;SALAMANCA;0
2014-2015;LOBO;SEGOVIA;0
2014-2015;CORZO;AVILA;281
2014-2015;CORZO;PALENCIA;700
2014-2015;CORZO;SALAMANCA;343
2014-2015;CORZO;VALLADOLID;123
2014-2015;CORZO;ZAMORA;827
2014-2015;VENADO;BURGOS;505
2014-2015;REBECO;BURGOS;0
2014-2015;REBECO;PALENCIA;15
2014-2015;REBECO;SALAMANCA;0
2014-2015;REBECO;SEGOVIA;0
2014-2015;REBECO;ZAMORA;0
2014-2015;CABRA MONTES;BURGOS;2
2014-2015;CABRA MONTES;SALAMANCA;150
2014-2015;CABRA MONTES;SORIA;0
2014-2015;MUFLÓN;AVILA;116
2014-2015;MUFLÓN;LEON;0
2014-2015;MUFLÓN;SALAMANCA;58
2014-2015;MUFLÓN;SEGOVIA;10
2014-2015;MUFLÓN;VALLADOLID;37
2014-2015;MUFLÓN;ZAMORA;0
2014-2015;GAMO;PALENCIA;2
2014-2015;GAMO;SALAMANCA;117
2014-2015;GAMO;SEGOVIA;25
2014-2015;GAMO;VALLADOLID;43
2014-2015;CONEJO;SALAMANCA;26723
2014-2015;CONEJO;SEGOVIA;17389
2014-2015;CONEJO;VALLADOLID;90943
2014-2015;CONEJO;ZAMORA;32940
2014-2015;LIEBRE;BURGOS;7999
2014-2015;LIEBRE;SALAMANCA;12809
2014-2015;LIEBRE;SORIA;13995
2014-2015;ZORRO;SALAMANCA;9075
2014-2015;ZORRO;VALLADOLID;2264
2014-2015;PERDIZ ROJA;AVILA;19388
2014-2015;PERDIZ ROJA;BURGOS;29721
2014-2015;PERDIZ ROJA;LEON;11983
2014-2015;PALOMA ZURITA;BURGOS;783
2014-2015;PALOMA ZURITA;LEON;124
2014-2015;PALOMA ZURITA;PALENCIA;2536
2014-2015;PALOMA ZURITA;SORIA;322
2014-2015;PALOMA ZURITA;VALLADOLID;2779
2014-2015;PALOMA BRAVÍA;BURGOS;1798
2014-2015;PALOMA BRAVÍA;SALAMANCA;8617
2014-2015;PALOMA BRAVÍA;ZAMORA;6288
2014-2015;PALOMA TORCAZ;BURGOS;17508
2014-2015;PALOMA TORCAZ;LEON;4619
2014-2015;PALOMA TORCAZ;VALLADOLID;31763
2014-2015;TORTOLA;LEON;1143
2014-2015;TORTOLA;PALENCIA;2652
2014-2015;TORTOLA;ZAMORA;6290
2014-2015;CODORNIZ;PALENCIA;113421
2014-2015;CODORNIZ;SORIA;102732
2014-2015;BECADA;BURGOS;11197
2014-2015;BECADA;PALENCIA;4049
2014-2015;CÓRVIDOS;AVILA;2261
2014-2015;CÓRVIDOS;BURGOS;4618
2014-2015;CÓRVIDOS;LEON;651
2014-2015;CÓRVIDOS;SORIA;2198
2014-2015;CÓRVIDOS;ZAMORA;2271
2014-2015;PATO REAL O AZULÓN;LEON;51
2014-2015;PATO REAL O AZULÓN;PALENCIA;268
2014-2015;PATO REAL O AZULÓN;ZAMORA;1461
2014-2015;OTRAS AVES ACUÁTICAS;AVILA;379
2014-2015;OTRAS AVES ACUÁTICAS;PALENCIA;950
2014-2015;OTRAS AVES ACUÁTICAS;SALAMANCA;692
2014-2015;OTRAS AVES ACUÁTICAS;SEGOVIA;51
2014-2015;ZORZAL;SORIA;13336
2014-2015;ZORZAL;ZAMORA;1781
2014-2015;FAISAN;AVILA;1272
2014-2015;FAISAN;LEON;59
2014-2015;FAISAN;PALENCIA;60
2014-2015;FAISAN;SEGOVIA;378
2014-2015;JABALÍ;BURGOS;3970
2014-2015;JABALÍ;VALLADOLID;667
2014-2015;LOBO;PALENCIA;10
2014-2015;LOBO;ZAMORA;28
2014-2015;VENADO;PALENCIA;659
2014-2015;VENADO;SORIA;5229
2014-2015;VENADO;VALLADOLID;36
2014-2015;VENADO;ZAMORA;734
2014-2015;REBECO;LEON;426
2014-2015;REBECO;SORIA;0
2014-2015;REBECO;VALLADOLID;0
2014-2015;CABRA MONTES;AVILA;506
2014-2015;CABRA MONTES;SEGOVIA;0
2014-2015;CABRA MONTES;ZAMORA;0
2014-2015;MUFLÓN;BURGOS;2
2014-2015;MUFLÓN;SORIA;0
2014-2015;GAMO;AVILA;247
2014-2015;GAMO;BURGOS;73
2014-2015;GAMO;LEON;0
2014-2015;GAMO;SORIA;0
2014-2015;CONEJO;AVILA;31787
2014-2015;CONEJO;BURGOS;26067
2014-2015;CONEJO;SORIA;8884
2014-2015;LIEBRE;LEON;5469
2014-2015;LIEBRE;SEGOVIA;4273
2014-2015;ZORRO;AVILA;4526
2014-2015;ZORRO;BURGOS;3986
2014-2015;ZORRO;PALENCIA;808
2014-2015;ZORRO;SEGOVIA;1118
2014-2015;ZORRO;ZAMORA;2914
2014-2015;PERDIZ ROJA;PALENCIA;19521
2014-2015;PERDIZ ROJA;SEGOVIA;6337
2014-2015;PERDIZ ROJA;SORIA;19537
2014-2015;PERDIZ ROJA;ZAMORA;15444
2014-2015;PALOMA ZURITA;SEGOVIA;755
2014-2015;PALOMA BRAVÍA;PALENCIA;9800
2014-2015;PALOMA TORCAZ;AVILA;17856
2014-2015;PALOMA TORCAZ;SALAMANCA;33495
2014-2015;PALOMA TORCAZ;SEGOVIA;8561
2014-2015;PALOMA TORCAZ;SORIA;6236
2014-2015;PALOMA TORCAZ;ZAMORA;9385
2014-2015;TORTOLA;BURGOS;5027
2014-2015;TORTOLA;SALAMANCA;20327
2014-2015;TORTOLA;SORIA;4774
2014-2015;CODORNIZ;AVILA;11578
2014-2015;CODORNIZ;LEON;80060
2014-2015;CODORNIZ;VALLADOLID;32129
2014-2015;CODORNIZ;ZAMORA;32142
2014-2015;BECADA;AVILA;882
2014-2015;BECADA;LEON;1889
2014-2015;BECADA;SALAMANCA;2053
2014-2015;BECADA;SEGOVIA;548
2014-2015;BECADA;SORIA;8949
2014-2015;BECADA;VALLADOLID;702
2014-2015;CÓRVIDOS;PALENCIA;1590
2014-2015;CÓRVIDOS;SALAMANCA;1357
2014-2015;CÓRVIDOS;SEGOVIA;1435
2014-2015;CÓRVIDOS;VALLADOLID;4627
2014-2015;PATO REAL O AZULÓN;AVILA;1589
2014-2015;PATO REAL O AZULÓN;BURGOS;525
2014-2015;PATO REAL O AZULÓN;SORIA;158
2014-2015;OTRAS AVES ACUÁTICAS;BURGOS;970
2014-2015;OTRAS AVES ACUÁTICAS;LEON;2028
2014-2015;OTRAS AVES ACUÁTICAS;SORIA;178
2014-2015;OTRAS AVES ACUÁTICAS;ZAMORA;593
2014-2015;ZORZAL;AVILA;19317
2014-2015;ZORZAL;LEON;990
2014-2015;FAISAN;SALAMANCA;374
2014-2015;FAISAN;VALLADOLID;205
2014-2015;FAISAN;ZAMORA;0
2015-2016;JABALÍ;PALENCIA;909
2015-2016;LOBO;LEON;29
2015-2016;LOBO;SALAMANCA;0
2015-2016;LOBO;ZAMORA;25
2015-2016;CORZO;BURGOS;6421
2015-2016;CORZO;LEON;2269
2015-2016;CORZO;SALAMANCA;441
2015-2016;VENADO;SALAMANCA;465
2015-2016;VENADO;SEGOVIA;59
2015-2016;VENADO;VALLADOLID;110
2015-2016;REBECO;BURGOS;0
2015-2016;REBECO;ZAMORA;0
2015-2016;CABRA MONTES;AVILA;530
2015-2016;CABRA MONTES;BURGOS;5
2015-2016;CABRA MONTES;PALENCIA;0
2015-2016;CABRA MONTES;SEGOVIA;0
2015-2016;CABRA MONTES;VALLADOLID;0
2015-2016;MUFLÓN;AVILA;122
2015-2016;MUFLÓN;PALENCIA;0
2015-2016;MUFLÓN;SEGOVIA;0
2015-2016;MUFLÓN;SORIA;0
2015-2016;GAMO;AVILA;252
2015-2016;GAMO;BURGOS;108
2015-2016;GAMO;SEGOVIA;54
2015-2016;GAMO;ZAMORA;3
2015-2016;CONEJO;PALENCIA;25939
2015-2016;CONEJO;SALAMANCA;32002
2015-2016;CONEJO;ZAMORA;25826
2015-2016;LIEBRE;LEON;2789
2015-2016;LIEBRE;SEGOVIA;3589
2015-2016;LIEBRE;SORIA;13285
2015-2016;LIEBRE;VALLADOLID;9517
2015-2016;LIEBRE;ZAMORA;7804
2015-2016;ZORRO;AVILA;4302
2015-2016;ZORRO;BURGOS;3115
2015-2016;ZORRO;PALENCIA;1135
2015-2016;ZORRO;VALLADOLID;2296
2015-2016;ZORRO;ZAMORA;2747
2015-2016;PALOMA ZURITA;PALENCIA;1088
2015-2016;PALOMA ZURITA;VALLADOLID;5250
2015-2016;PALOMA BRAVÍA;LEON;588
2015-2016;PALOMA BRAVÍA;PALENCIA;7611
2015-2016;PALOMA BRAVÍA;SALAMANCA;9754
2015-2016;PALOMA BRAVÍA;VALLADOLID;20912
2015-2016;PALOMA TORCAZ;AVILA;18817
2015-2016;PALOMA TORCAZ;LEON;2418
2015-2016;PALOMA TORCAZ;SORIA;7760
2015-2016;TORTOLA;LEON;622
2015-2016;TORTOLA;SALAMANCA;19780
2015-2016;TORTOLA;SEGOVIA;1657
2015-2016;TORTOLA;ZAMORA;3788
2015-2016;CODORNIZ;AVILA;8589
2015-2016;CODORNIZ;ZAMORA;22240
2015-2016;BECADA;BURGOS;11270
2015-2016;BECADA;LEON;842
2015-2016;BECADA;PALENCIA;2304
2015-2016;BECADA;SORIA;7555
2015-2016;CÓRVIDOS;BURGOS;6711
2015-2016;PATO REAL O AZULÓN;AVILA;994
2015-2016;PATO REAL O AZULÓN;VALLADOLID;1585
2015-2016;PATO REAL O AZULÓN;ZAMORA;1411
2015-2016;OTRAS AVES ACUÁTICAS;PALENCIA;1188
2015-2016;ZORZAL;AVILA;21302
2015-2016;ZORZAL;ZAMORA;1529
2015-2016;FAISAN;ZAMORA;5
2015-2016;JABALÍ;BURGOS;5635
2015-2016;JABALÍ;SALAMANCA;6310
2015-2016;JABALÍ;SEGOVIA;918
2015-2016;JABALÍ;SORIA;4026
2015-2016;JABALÍ;ZAMORA;3720
2015-2016;LOBO;AVILA;0
2015-2016;LOBO;SORIA;0
2015-2016;CORZO;SEGOVIA;562
2015-2016;CORZO;SORIA;5535
2015-2016;VENADO;BURGOS;692
2015-2016;VENADO;LEON;538
2015-2016;VENADO;PALENCIA;624
2015-2016;VENADO;ZAMORA;911
2015-2016;REBECO;SALAMANCA;0
2015-2016;REBECO;SORIA;0
2015-2016;REBECO;VALLADOLID;0
2015-2016;CABRA MONTES;LEON;64
2015-2016;CABRA MONTES;SALAMANCA;168
2015-2016;CABRA MONTES;SORIA;0
2015-2016;MUFLÓN;LEON;0
2015-2016;MUFLÓN;SALAMANCA;90
2015-2016;GAMO;LEON;10
2015-2016;GAMO;SALAMANCA;170
2015-2016;CONEJO;AVILA;28328
2015-2016;LIEBRE;AVILA;6197
2015-2016;LIEBRE;PALENCIA;2672
2015-2016;ZORRO;SALAMANCA;10714
2015-2016;ZORRO;SEGOVIA;1155
2015-2016;PERDIZ ROJA;AVILA;12844
2015-2016;PERDIZ ROJA;BURGOS;27757
2015-2016;PERDIZ ROJA;SORIA;20332
2015-2016;PERDIZ ROJA;VALLADOLID;11370
2015-2016;PALOMA ZURITA;AVILA;1767
2015-2016;PALOMA ZURITA;LEON;142
2015-2016;PALOMA ZURITA;ZAMORA;642
2015-2016;PALOMA TORCAZ;BURGOS;36865
2015-2016;PALOMA TORCAZ;SALAMANCA;35850
2015-2016;PALOMA TORCAZ;VALLADOLID;17679
2015-2016;TORTOLA;AVILA;4810
2015-2016;TORTOLA;PALENCIA;1893
2015-2016;BECADA;AVILA;914
2015-2016;BECADA;SALAMANCA;2104
2015-2016;BECADA;SEGOVIA;495
2015-2016;BECADA;VALLADOLID;913
2015-2016;CÓRVIDOS;AVILA;2070
2015-2016;CÓRVIDOS;LEON;912
2015-2016;CÓRVIDOS;PALENCIA;2998
2015-2016;CÓRVIDOS;SEGOVIA;1781
2015-2016;CÓRVIDOS;VALLADOLID;4076
2015-2016;CÓRVIDOS;ZAMORA;2010
2015-2016;PATO REAL O AZULÓN;LEON;25
2015-2016;PATO REAL O AZULÓN;SALAMANCA;4574
2015-2016;PATO REAL O AZULÓN;SEGOVIA;10135
2015-2016;OTRAS AVES ACUÁTICAS;BURGOS;339
2015-2016;OTRAS AVES ACUÁTICAS;SEGOVIA;178
2015-2016;ZORZAL;PALENCIA;0
2015-2016;ZORZAL;VALLADOLID;3664
2015-2016;FAISAN;AVILA;678
2015-2016;FAISAN;BURGOS;245
2015-2016;FAISAN;LEON;10
2015-2016;JABALÍ;AVILA;5583
2015-2016;JABALÍ;LEON;2692
2015-2016;JABALÍ;VALLADOLID;850
2015-2016;LOBO;BURGOS;8
2015-2016;LOBO;PALENCIA;18
2015-2016;LOBO;SEGOVIA;0
2015-2016;LOBO;VALLADOLID;2
2015-2016;CORZO;AVILA;276
2015-2016;CORZO;PALENCIA;841
2015-2016;CORZO;VALLADOLID;183
2015-2016;CORZO;ZAMORA;891
2015-2016;VENADO;AVILA;589
2015-2016;VENADO;SORIA;5016
2015-2016;REBECO;AVILA;0
2015-2016;REBECO;LEON;498
2015-2016;REBECO;PALENCIA;22
2015-2016;REBECO;SEGOVIA;0
2015-2016;CABRA MONTES;ZAMORA;1
2015-2016;MUFLÓN;BURGOS;2
2015-2016;MUFLÓN;VALLADOLID;10
2015-2016;MUFLÓN;ZAMORA;0
2015-2016;GAMO;PALENCIA;12
2015-2016;GAMO;SORIA;0
2015-2016;GAMO;VALLADOLID;74
2015-2016;CONEJO;BURGOS;37388
2015-2016;CONEJO;LEON;7296
2015-2016;CONEJO;SEGOVIA;19978
2015-2016;CONEJO;SORIA;8353
2015-2016;CONEJO;VALLADOLID;95720
2015-2016;LIEBRE;BURGOS;7522
2015-2016;LIEBRE;SALAMANCA;14436
2015-2016;ZORRO;LEON;811
2015-2016;ZORRO;SORIA;2651
2015-2016;PERDIZ ROJA;LEON;5562
2015-2016;PERDIZ ROJA;PALENCIA;8649
2015-2016;PERDIZ ROJA;SALAMANCA;17220
2015-2016;PERDIZ ROJA;SEGOVIA;9385
2015-2016;PERDIZ ROJA;ZAMORA;8674
2015-2016;PALOMA ZURITA;BURGOS;808
2015-2016;PALOMA ZURITA;SALAMANCA;3450
2015-2016;PALOMA ZURITA;SEGOVIA;677
2015-2016;PALOMA ZURITA;SORIA;331
2015-2016;PALOMA BRAVÍA;AVILA;6302
2015-2016;PALOMA BRAVÍA;BURGOS;1509
2015-2016;PALOMA BRAVÍA;SEGOVIA;2377
2015-2016;PALOMA BRAVÍA;SORIA;503
2015-2016;PALOMA BRAVÍA;ZAMORA;3927
2015-2016;PALOMA TORCAZ;PALENCIA;7604
2015-2016;PALOMA TORCAZ;SEGOVIA;5952
2015-2016;PALOMA TORCAZ;ZAMORA;7825
2015-2016;TORTOLA;BURGOS;4316
2015-2016;TORTOLA;SORIA;3983
2015-2016;TORTOLA;VALLADOLID;5317
2015-2016;CODORNIZ;BURGOS;132017
2015-2016;CODORNIZ;LEON;32948
2015-2016;CODORNIZ;PALENCIA;58957
2015-2016;CODORNIZ;SALAMANCA;13392
2015-2016;CODORNIZ;SEGOVIA;7252
2015-2016;CODORNIZ;SORIA;76882
2015-2016;CODORNIZ;VALLADOLID;21765
2015-2016;BECADA;ZAMORA;1024
2015-2016;CÓRVIDOS;SALAMANCA;1817
2015-2016;CÓRVIDOS;SORIA;1198
2015-2016;PATO REAL O AZULÓN;BURGOS;1354
2015-2016;PATO REAL O AZULÓN;PALENCIA;18
2015-2016;PATO REAL O AZULÓN;SORIA;185
2015-2016;OTRAS AVES ACUÁTICAS;AVILA;260
2015-2016;OTRAS AVES ACUÁTICAS;LEON;656
2015-2016;OTRAS AVES ACUÁTICAS;SALAMANCA;1013
2015-2016;OTRAS AVES ACUÁTICAS;SORIA;182
2015-2016;OTRAS AVES ACUÁTICAS;VALLADOLID;249
2015-2016;OTRAS AVES ACUÁTICAS;ZAMORA;0
2015-2016;ZORZAL;BURGOS;12647
2015-2016;ZORZAL;LEON;389
2015-2016;ZORZAL;SALAMANCA;15900
2015-2016;ZORZAL;SEGOVIA;2466
2015-2016;ZORZAL;SORIA;31660
2015-2016;FAISAN;PALENCIA;0
2015-2016;FAISAN;SALAMANCA;1492
2015-2016;FAISAN;SEGOVIA;332
2015-2016;FAISAN;SORIA;1662
2015-2016;FAISAN;VALLADOLID;65
2016-2017;JABALÍ;PALENCIA;1318
2016-2017;JABALÍ;SEGOVIA;1779
2016-2017;LOBO;AVILA;0
2016-2017;LOBO;PALENCIA;26
2016-2017;LOBO;SEGOVIA;0
2016-2017;LOBO;SORIA;0
2016-2017;LOBO;VALLADOLID;3
2016-2017;CORZO;LEON;2319
2016-2017;CORZO;VALLADOLID;226
2016-2017;CORZO;ZAMORA;908
2016-2017;REBECO;AVILA;0
2016-2017;REBECO;BURGOS;0
2016-2017;REBECO;LEON;499
2016-2017;CABRA MONTÉS;PALENCIA;0
2016-2017;CABRA MONTÉS;VALLADOLID;0
2016-2017;CABRA MONTÉS;ZAMORA;2
2016-2017;MUFLÓN;AVILA;122
2016-2017;MUFLÓN;VALLADOLID;0
2016-2017;MUFLÓN;ZAMORA;0
2016-2017;GAMO;AVILA;230
2016-2017;GAMO;LEON;16
2016-2017;GAMO;VALLADOLID;78
2016-2017;CONEJO;LEON;17213
2016-2017;CONEJO;SORIA;8279
2016-2017;LIEBRE;SORIA;12911
2016-2017;LIEBRE;ZAMORA;13423
2016-2017;ZORRO;BURGOS;3628
2016-2017;ZORRO;SEGOVIA;1375
2016-2017;PERDIZ ROJA;VALLADOLID;18260
2016-2017;PALOMA ZURITA;AVILA;3015
2016-2017;PALOMA ZURITA;PALENCIA;2978
2016-2017;PALOMA ZURITA;SALAMANCA;2901
2016-2017;PALOMA ZURITA;SEGOVIA;1256
2016-2017;PALOMA ZURITA;SORIA;645
2016-2017;PALOMA BRAVÍA;LEON;853
2016-2017;PALOMA BRAVÍA;PALENCIA;6323
2016-2017;PALOMA BRAVÍA;SALAMANCA;10133
